id,skill,task_type,level,difficulty,prompt,stimulus,answer_key,sub_skill,explanation,created_at
5f56afb8-0be2-4c7c-8b2a-d337322d657b,speaking,audio,C1,0.5,You have 30 seconds to organise your ideas. Then speak for about 1.5 to 2 minutes.,"{""scenario"":""Your team is deciding how new staff should learn: mostly through self-paced online modules or mostly through guided practice with experienced colleagues. Compare the two approaches, discuss the trade-offs, and recommend one model for a mixed team."",""prompt_mode"":""RECORDED_MONOLOGUE""}","{""mode"":""RECORDED_MONOLOGUE"",""metadata"":{""rationale"":""The learner can organise a clear, well-developed argument on a less familiar issue and manage nuance with limited strain."",""subskills"":[""abstract discussion"",""comparison"",""structured argument"",""register awareness""],""original_id"":""S_C1_01"",""scoring_notes"":{""points_total"":25,""mapping_notes"":""High score supports C1 and may trigger a C2 verification task."",""points_by_skill"":{""Speaking"":25}}},""scenario"":""Your team is deciding how new staff should learn: mostly through self-paced online modules or mostly through guided practice with experienced colleagues. Compare the two approaches, discuss the trade-offs, and recommend one model for a mixed team."",""follow_up_questions"":[""Which approach is more fair for people with different backgrounds?"",""What risks appear if the organisation chooses only one method?""]}",,,2026-04-15 21:47:39.707308+00
67e7e4a4-f177-4e11-8b85-584b34bb6ba2,listening,mcq,B1,0.5,Where can members get tea and coffee on Thursday afternoon?,"Welcome to Riverside Co-working. A quick update for members: the second-floor kitchen will be closed this Thursday afternoon while new water filters are fitted. Tea and coffee will still be available in the ground-floor lounge, but the microwave there is out of order until Friday. If you have booked the large meeting room after two o'clock, please check your email. A few bookings have been moved to smaller rooms because the maintenance team needs access to the corridor. We apologise for the disruption. On the positive side, the roof terrace will reopen next week after repairs, so members will once again be able to work there in dry weather.","{""options"":[""In the ground-floor lounge"",""In the second-floor kitchen"",""On the roof terrace"",""In the large meeting room""],""metadata"":{""rationale"":""The learner follows clear standard speech on familiar situations and identifies the main point plus supporting practical detail."",""subskills"":[""gist"",""detail"",""speaker intention"",""practical consequence""],""tts_notes"":""Single neutral British voice, clear announcement style, medium pace."",""distractors"":{""On the roof terrace"":""The terrace reopens next week, not immediately."",""In the large meeting room"":""Meeting rooms are mentioned separately in relation to moved bookings."",""In the second-floor kitchen"":""This area is closed, so careless listeners may reverse the detail.""},""original_id"":""L_B1_01_Q2""},""explanation"":""The speaker says tea and coffee will still be available in the ground-floor lounge."",""correctValue"":""In the ground-floor lounge"",""correct_index"":0}",,,2026-04-15 21:47:39.473+00
68a446f9-9fef-48c9-bca9-bbe17e226593,grammar,mcq,B1,0.5,Where is the spare key?,"Hi Sam,
Just a quick note about tomorrow. The engineer will come between 8 and 10 to check the boiler, so please do not leave the flat before then. I have put the spare key in the blue mug above the fridge in case you need to pop downstairs. Also, a parcel for me may arrive in the afternoon. If it does, could you leave it with Mrs Patel in flat 3B? I will be back around 6, unless the train is delayed again.
Thanks,
Nadia","{""options"":[""In a blue mug above the fridge"",""With Mrs Patel in 3B"",""Under the boiler"",""In Sam's bag""],""metadata"":{""rationale"":""The learner follows connected everyday prose, identifies main points, and tracks practical consequences in familiar settings."",""subskills"":[""gist"",""sequence"",""detail"",""writer intention""],""distractors"":{""In Sam's bag"":""This sounds practical but is not in the text."",""Under the boiler"":""This is linked to another noun in the message and may tempt quick guessers."",""With Mrs Patel in 3B"":""Mrs Patel is linked to the parcel, so learners may confuse the two tasks.""},""original_id"":""R_B1_01_Q2""},""explanation"":""The location is stated directly in the second sentence."",""correctValue"":""In a blue mug above the fridge"",""correct_index"":0}",,,2026-04-15 21:47:38.959013+00
6b5eea10-4c54-45a8-b013-ffc9cd167918,listening,mcq,A1,0.5,When is the appointment?,"Hello, this is Green Street Dental Centre. Your appointment is on Tuesday the 14th at half past nine in the morning. Please arrive ten minutes early and bring your health card. If you need to change the time, call us before Monday afternoon. Thank you.","{""options"":[""Tuesday the 14th at 9.30"",""Thursday the 14th at 9.30"",""Tuesday the 14th at 10.30"",""Monday afternoon""],""metadata"":{""rationale"":""The learner understands very simple recorded messages with clear delivery and familiar practical content."",""subskills"":[""gist"",""detail"",""time and date recognition"",""simple instruction""],""tts_notes"":""Slow-clear pace, neutral British voice, natural pauses after date, time and instructions."",""distractors"":{""Monday afternoon"":""This refers to the latest time to call, not the appointment."",""Thursday the 14th at 9.30"":""Tests confusion between similar-sounding weekdays."",""Tuesday the 14th at 10.30"":""Tests confusion with a nearby time.""},""original_id"":""L_A1_01_Q2""},""explanation"":""The speaker says 'Tuesday the 14th at half past nine in the morning'."",""correctValue"":""Tuesday the 14th at 9.30"",""correct_index"":0}",,,2026-04-15 21:47:39.337225+00
6e45ffa9-66c8-41d9-9218-d9c83d280170,grammar,mcq,A1,0.5,Why did the library write to Maya?,"Hello Maya,
Your new library card is ready. Please collect it at the front desk between 10.00 and 4.00 this week. Bring one photo ID. On Saturday, the library closes at 1.00. If you cannot come, phone us before Friday.
Thank you,
Town Library","{""options"":[""To say her card is ready"",""To ask her to buy a book"",""To invite her to a class"",""To return a lost bag""],""metadata"":{""rationale"":""The learner reads short, concrete everyday information and identifies basic facts with limited inference."",""subskills"":[""gist"",""detail"",""simple inference"",""everyday notices""],""distractors"":{""To return a lost bag"":""A collection message may be mistaken for returning a lost item."",""To ask her to buy a book"":""Libraries and books are linked, so this may feel plausible."",""To invite her to a class"":""Learners may associate libraries with classes, but no class is mentioned.""},""original_id"":""R_A1_01_Q1""},""explanation"":""The first sentence states that Maya's new library card is ready to collect."",""correctValue"":""To say her card is ready"",""correct_index"":0}",,,2026-04-15 21:47:38.796221+00
6faa90f4-7e47-4466-bde4-c0e4efdf4a98,grammar,mcq,B1,0.5,What is the main reason Nadia wrote this email?,"Hi Sam,
Just a quick note about tomorrow. The engineer will come between 8 and 10 to check the boiler, so please do not leave the flat before then. I have put the spare key in the blue mug above the fridge in case you need to pop downstairs. Also, a parcel for me may arrive in the afternoon. If it does, could you leave it with Mrs Patel in flat 3B? I will be back around 6, unless the train is delayed again.
Thanks,
Nadia","{""options"":[""To give Sam instructions for the day"",""To apologise for missing a parcel"",""To ask Sam to repair the boiler"",""To complain about the train service""],""metadata"":{""rationale"":""The learner follows connected everyday prose, identifies main points, and tracks practical consequences in familiar settings."",""subskills"":[""gist"",""sequence"",""detail"",""writer intention""],""distractors"":{""To ask Sam to repair the boiler"":""The engineer, not Sam, will check the boiler."",""To apologise for missing a parcel"":""The parcel is mentioned, but not as the main purpose."",""To complain about the train service"":""Train delays are only a side comment.""},""original_id"":""R_B1_01_Q1""},""explanation"":""Most of the email gives practical instructions about the engineer, the key, and the parcel."",""correctValue"":""To give Sam instructions for the day"",""correct_index"":0}",,,2026-04-15 21:47:38.959013+00
71f8028e-2fa2-4780-a1c0-f7b9c74fa793,reading,mcq,C1,0.5,What does the writer mean by 'a visible promise'?,"A number of local councils are replacing fixed bus timetables in low-demand areas with on-demand minibuses booked through an app or by phone. The change is often presented as modernisation, but the language obscures what is really happening: a public service is becoming more conditional. Riders may gain flexibility in theory, yet only if they can book confidently, plan around variable pick-up windows and tolerate a system that works best when demand is predictable enough to be managed but not so low that it becomes economically awkward.

That does not make the model unworkable. In sparsely populated areas, running large empty buses to a rigid timetable is difficult to defend. Still, efficiency is not the only standard by which transport should be judged. A timetable, even an imperfect one, offers a visible promise: the bus is meant to come at a given time whether or not you are especially fluent with digital tools. When that promise is replaced by a responsive system, some waste may be removed; so may a small but meaningful form of civic certainty.","{""options"":[""A timetable offers publicly knowable reliability"",""Transport staff make verbal guarantees"",""Bus routes are displayed in bright colours"",""Passengers can see the bus driver clearly""],""metadata"":{""rationale"":""The learner interprets nuanced argument, tracks abstract reference, and distinguishes the writer's qualified stance from the views reported."",""subskills"":[""nuance"",""viewpoint analysis"",""reference resolution"",""inference"",""summary of trade-offs""],""distractors"":{""Transport staff make verbal guarantees"":""The phrase sounds interpersonal, but the writer is discussing systems."",""Passengers can see the bus driver clearly"":""This distractor is purely literal and misses the abstract meaning."",""Bus routes are displayed in bright colours"":""The adjective 'visible' may mislead literal readers.""},""original_id"":""R_C1_01_Q3""},""explanation"":""The phrase refers to the social value of a fixed schedule that anyone can rely on without special skills."",""correctValue"":""A timetable offers publicly knowable reliability"",""correct_index"":0}",,,2026-04-15 21:47:39.098479+00
821255c8-3918-424b-92a5-7b1a81ef4201,listening,mcq,B2,0.5,What is the role of local drop boxes in the talk?,"Presenter: Many shops now encourage customers to return unwanted online purchases in person rather than by post. Retailers often present this as a greener option, and sometimes it is. A single return journey can be combined with other errands, while individual delivery trips may involve extra packaging and transport. But the environmental argument becomes less convincing when customers drive long distances only to hand back a low-value item. Some companies have started experimenting with local drop boxes, which may reduce emissions and queueing at busy counters. The broader lesson is that convenience and sustainability do not always point in the same direction. Good policy depends less on slogans than on understanding what people will actually do, not what companies hope they will do.","{""options"":[""An example of a possible commodity solution"",""Proof that all shops are changing policy"",""A reason postal services are unreliable"",""A way to increase queueing at counters""],""metadata"":{""rationale"":""The learner follows extended standard speech, including explanation and qualification, and can interpret why examples are used."",""subskills"":[""argument gist"",""detail"",""speaker attitude"",""implication"",""cause-effect""],""tts_notes"":""Single voice, radio-feature style, slightly varied emphasis on contrastive phrases."",""distractors"":{""A way to increase queueing at counters"":""The speaker says they may reduce queueing."",""A reason postal services are unreliable"":""Postal reliability is not discussed."",""Proof that all shops are changing policy"":""Only some companies are said to be experimenting.""},""original_id"":""L_B2_01_Q3""},""explanation"":""The speaker presents drop boxes as one experiment that may reduce both emissions and queueing."",""correctValue"":""An example of a possible commodity solution"",""correct_index"":0}",,,2026-04-15 21:47:39.473+00
83e0d7b0-5824-43cd-a88c-2315842568d6,reading,mcq,A2,0.5,What do volunteers receive?,"Community Park Clean-up Day
Meet at the east gate at 9.30 on Sunday. We will give everyone gloves and rubbish bags. Please wear old clothes and comfortable shoes. Children under 12 must come with an adult. At 11.30, volunteers can join a free picnic near the lake. If it rains heavily, check the council website after 8.00 that morning for updates.","{""options"":[""Gloves and rubbish bags"",""Lunch and a map"",""New clothes"",""Tickets for the lake""],""metadata"":{""rationale"":""The learner understands short connected texts about familiar routines and can extract straightforward practical details."",""subskills"":[""gist"",""specific detail"",""practical information"",""simple purpose""],""distractors"":{""New clothes"":""The text says wear old clothes, not that clothes are provided."",""Lunch and a map"":""The picnic may suggest food, but it is optional and later."",""Tickets for the lake"":""The lake is mentioned, but no tickets are involved.""},""original_id"":""R_A2_01_Q2""},""explanation"":""The notice explicitly says these items will be given to everyone."",""correctValue"":""Gloves and rubbish bags"",""correct_index"":0}",,,2026-04-15 21:47:38.796221+00
8988ec43-2599-4f11-ada3-3b8308886e3d,listening,short_answer,C1,0.5,"According to the speaker, who else should the district become more hospitable to besides daily workers?","Host: City centres were once expected to revive automatically after large numbers of office workers began returning part-time. That expectation now looks too simple. A café owner may welcome the midweek rush, but not if Mondays and Fridays remain so quiet that staffing becomes guesswork. For landlords, a half-full building can appear respectable in a brochure while still failing to support the shops below it. None of this means hybrid working has damaged urban life beyond repair. It does suggest, though, that cities built around predictable office routines cannot rely on partial attendance to recreate the same economic pattern. A district that was designed to serve daily workers may need to become more hospitable to residents, students and occasional visitors instead. In other words, the question is no longer how to restore the old rhythm, but whether clinging to it prevents a more adaptable one from emerging.","{""options"":[],""metadata"":{""rationale"":""The learner understands longer spoken commentary with qualification, concession and layered viewpoint."",""subskills"":[""nuanced stance"",""contrast"",""reference"",""inference"",""evaluation""],""tts_notes"":""Single confident British voice, reflective current-affairs style, slight emphasis on concessions."",""distractors"":{""common_error"":""Learners may answer only one group, showing partial rather than full comprehension.""},""original_id"":""L_C1_01_Q4""},""explanation"":""The speaker explicitly names these groups as part of a more adaptable model."",""correctValue"":""residents, students and occasional visitors"",""correct_index"":-1}",,,2026-04-15 21:47:39.5946+00
8d78e436-083c-498d-a3cb-bbe894614377,reading,mcq,C1,0.5,Which statement best captures the writer's stance?,"A number of local councils are replacing fixed bus timetables in low-demand areas with on-demand minibuses booked through an app or by phone. The change is often presented as modernisation, but the language obscures what is really happening: a public service is becoming more conditional. Riders may gain flexibility in theory, yet only if they can book confidently, plan around variable pick-up windows and tolerate a system that works best when demand is predictable enough to be managed but not so low that it becomes economically awkward.

That does not make the model unworkable. In sparsely populated areas, running large empty buses to a rigid timetable is difficult to defend. Still, efficiency is not the only standard by which transport should be judged. A timetable, even an imperfect one, offers a visible promise: the bus is meant to come at a given time whether or not you are especially fluent with digital tools. When that promise is replaced by a responsive system, some waste may be removed; so may a small but meaningful form of civic certainty.","{""options"":[""The new model may be practical, but it narrows a public guarantee"",""The new model is clearly superior in every way"",""Traditional timetables are impossible to defend"",""Digital tools should never be used in public transport""],""metadata"":{""rationale"":""The learner interprets nuanced argument, tracks abstract reference, and distinguishes the writer's qualified stance from the views reported."",""subskills"":[""nuance"",""viewpoint analysis"",""reference resolution"",""inference"",""summary of trade-offs""],""distractors"":{""The new model is clearly superior in every way"":""The text is too qualified for this."",""Traditional timetables are impossible to defend"":""The writer explicitly says the opposite in value terms."",""Digital tools should never be used in public transport"":""The argument is about conditions and fairness, not total rejection of technology.""},""original_id"":""R_C1_01_Q5""},""explanation"":""This option captures both the concession and the central criticism."",""correctValue"":""The new model may be practical, but it narrows a public guarantee"",""correct_index"":0}",,,2026-04-15 21:47:39.098479+00
8e654845-c8c8-478e-bba9-ece226f7b616,grammar,mcq,B1,0.5,What should Sam do if the parcel arrives?,"Hi Sam,
Just a quick note about tomorrow. The engineer will come between 8 and 10 to check the boiler, so please do not leave the flat before then. I have put the spare key in the blue mug above the fridge in case you need to pop downstairs. Also, a parcel for me may arrive in the afternoon. If it does, could you leave it with Mrs Patel in flat 3B? I will be back around 6, unless the train is delayed again.
Thanks,
Nadia","{""options"":[""Leave it with Mrs Patel"",""Take it to the station"",""Open it for Nadia"",""Ask the engineer to sign for it""],""metadata"":{""rationale"":""The learner follows connected everyday prose, identifies main points, and tracks practical consequences in familiar settings."",""subskills"":[""gist"",""sequence"",""detail"",""writer intention""],""distractors"":{""Open it for Nadia"":""Some learners may infer a helpful action not requested."",""Take it to the station"":""The train reference may wrongly connect to the parcel."",""Ask the engineer to sign for it"":""Both the engineer and parcel happen on the same day, which may confuse weaker readers.""},""original_id"":""R_B1_01_Q3""},""explanation"":""Nadia asks Sam to leave the parcel with Mrs Patel in flat 3B."",""correctValue"":""Leave it with Mrs Patel"",""correct_index"":0}",,,2026-04-15 21:47:38.959013+00
8f420d3b-b431-4492-be28-6e6d1bf7fadd,grammar,mcq,A1,0.5,What must Maya take with her?,"Hello Maya,
Your new library card is ready. Please collect it at the front desk between 10.00 and 4.00 this week. Bring one photo ID. On Saturday, the library closes at 1.00. If you cannot come, phone us before Friday.
Thank you,
Town Library","{""options"":[""One photo ID"",""A library book"",""Her school timetable"",""Two photos""],""metadata"":{""rationale"":""The learner reads short, concrete everyday information and identifies basic facts with limited inference."",""subskills"":[""gist"",""detail"",""simple inference"",""everyday notices""],""distractors"":{""Two photos"":""This distractor is close to 'photo ID' and tests careful reading."",""A library book"":""Learners may think collection involves returning books."",""Her school timetable"":""This is an irrelevant document but may attract guessing.""},""original_id"":""R_A1_01_Q2""},""explanation"":""The message says, 'Bring one photo ID.'"",""correctValue"":""One photo ID"",""correct_index"":0}",,,2026-04-15 21:47:38.796221+00
91e4a7af-75b8-4bcb-a6c4-ba767580ed59,grammar,mcq,C1,0.5,What concern does the writer raise in the first paragraph?,"A number of local councils are replacing fixed bus timetables in low-demand areas with on-demand minibuses booked through an app or by phone. The change is often presented as modernisation, but the language obscures what is really happening: a public service is becoming more conditional. Riders may gain flexibility in theory, yet only if they can book confidently, plan around variable pick-up windows and tolerate a system that works best when demand is predictable enough to be managed but not so low that it becomes economically awkward.

That does not make the model unworkable. In sparsely populated areas, running large empty buses to a rigid timetable is difficult to defend. Still, efficiency is not the only standard by which transport should be judged. A timetable, even an imperfect one, offers a visible promise: the bus is meant to come at a given time whether or not you are especially fluent with digital tools. When that promise is replaced by a responsive system, some waste may be removed; so may a small but meaningful form of civic certainty.","{""options"":[""Access becomes more dependent on users' confidence and conditions"",""Minibuses are always slower than buses"",""Phone booking is more expensive than app booking"",""Councils do not understand rural travel""],""metadata"":{""rationale"":""The learner interprets nuanced argument, tracks abstract reference, and distinguishes the writer's qualified stance from the views reported."",""subskills"":[""nuance"",""viewpoint analysis"",""reference resolution"",""inference"",""summary of trade-offs""],""distractors"":{""Minibuses are always slower than buses"":""This may be assumed from transport context but is never stated."",""Councils do not understand rural travel"":""The article critiques the framing, not councils' basic understanding."",""Phone booking is more expensive than app booking"":""Phone booking is mentioned without cost comparison.""},""original_id"":""R_C1_01_Q1""},""explanation"":""The writer argues that flexibility exists only under several conditions, including confident booking and tolerance of uncertainty."",""correctValue"":""Access becomes more dependent on users' confidence and conditions"",""correct_index"":0}",,,2026-04-15 21:47:39.098479+00
9270e689-9591-47bf-90f7-228d05109d30,reading,mcq,B2,0.5,Which statement best matches the writer's attitude?,"Several companies have introduced 'quiet hours' in shared offices: set periods when no internal meetings are scheduled and staff are asked to avoid unnecessary messages. Supporters say the idea protects concentration in workplaces that were designed for collaboration but have become full of interruption. Critics, however, argue that the policy can create a false sense of productivity. If urgent issues are simply postponed, teams may feel calmer for two hours yet less coordinated by the end of the day.

One medium-sized design firm recently trialled quiet hours on Tuesday and Thursday mornings. It reported faster completion of individual tasks, but only after managers agreed on what counted as urgent and what could wait. The firm has kept the policy, though not because it believes silence is always efficient. Rather, the trial showed that teams work better when expectations are explicit.","{""options"":[""Cautiously supportive"",""Strongly opposed"",""Completely neutral and descriptive"",""Highly enthusiastic""],""metadata"":{""rationale"":""The learner can process more extended argument, follow contrasting viewpoints, and interpret why evidence is included."",""subskills"":[""main argument"",""detail"",""inference"",""attitude"",""evidence tracking""],""distractors"":{""Strongly opposed"":""The article includes criticism but does not reject the policy."",""Highly enthusiastic"":""The writer avoids simple praise and highlights complexity."",""Completely neutral and descriptive"":""The wording guides the reader towards a qualified interpretation.""},""original_id"":""R_B2_01_Q5""},""explanation"":""The writer recognises benefits but also emphasises conditions and limits."",""correctValue"":""Cautiously supportive"",""correct_index"":0}",,,2026-04-15 21:47:38.959013+00
92e7ee04-ac30-440c-a2b1-fddfcbc525d1,writing,open_ended,C2,0.5,"Write 220 to 260 words. Develop a nuanced position, include a serious counter-view, and reach a balanced conclusion.","{""scenario"":""Write an editorial response for a town newsletter to this claim: 'The best public systems are the ones that remove every possible inconvenience.' Analyse the appeal of the claim, challenge it where necessary, and propose a more precise principle for designing fair public services."",""purpose"":""editorial response"",""audience"":""general educated public"",""register"":""formal-public""}","{""purpose"":""editorial response"",""audience"":""general educated public"",""metadata"":{""rationale"":""The learner can write sophisticated, nuanced prose that handles competing values, anticipates objections and shapes register deliberately."",""subskills"":[""subtle argument"",""counterargument integration"",""precision of tone"",""complex discourse control""],""original_id"":""W_C2_01"",""scoring_notes"":{""points_total"":25,""mapping_notes"":""Used to verify a C2 writing ceiling after very strong C1 evidence."",""points_by_skill"":{""Writing"":25}}},""register"":""formal-public"",""scenario"":""Write an editorial response for a town newsletter to this claim: 'The best public systems are the ones that remove every possible inconvenience.' Analyse the appeal of the claim, challenge it where necessary, and propose a more precise principle for designing fair public services.""}",,,2026-04-15 21:47:39.80209+00
96296247-b24d-47e5-a36f-2a22865b5632,reading,mcq,A2,0.5,Why are volunteers told to wear comfortable shoes?,"Community Park Clean-up Day
Meet at the east gate at 9.30 on Sunday. We will give everyone gloves and rubbish bags. Please wear old clothes and comfortable shoes. Children under 12 must come with an adult. At 11.30, volunteers can join a free picnic near the lake. If it rains heavily, check the council website after 8.00 that morning for updates.","{""options"":[""They will be active outdoors"",""The picnic is in a restaurant"",""There is a dress code"",""Shoes are not provided""],""metadata"":{""rationale"":""The learner understands short connected texts about familiar routines and can extract straightforward practical details."",""subskills"":[""gist"",""specific detail"",""practical information"",""simple purpose""],""distractors"":{""There is a dress code"":""The note about clothing may be misread as a formal rule."",""Shoes are not provided"":""This is true by implication, but not the reason for the advice."",""The picnic is in a restaurant"":""The picnic may trigger food-related assumptions.""},""original_id"":""R_A2_01_Q5""},""explanation"":""The task is a park clean-up, so comfortable shoes are practical for outdoor activity."",""correctValue"":""They will be active outdoors"",""correct_index"":0}",,,2026-04-15 21:47:38.796221+00
9655bde2-b4f3-4faf-bd8b-82457d42fea7,listening,mcq,B2,0.5,Why does the speaker mention customers who drive long distances?,"Presenter: Many shops now encourage customers to return unwanted online purchases in person rather than by post. Retailers often present this as a greener option, and sometimes it is. A single return journey can be combined with other errands, while individual delivery trips may involve extra packaging and transport. But the environmental argument becomes less convincing when customers drive long distances only to hand back a low-value item. Some companies have started experimenting with local drop boxes, which may reduce emissions and queueing at busy counters. The broader lesson is that convenience and sustainability do not always point in the same direction. Good policy depends less on slogans than on understanding what people will actually do, not what companies hope they will do.","{""options"":[""To show a case where the green argument weakens"",""To recommend travelling by car"",""To explain why low-value items should not be sold online"",""To criticise customers for shopping too often""],""metadata"":{""rationale"":""The learner follows extended standard speech, including explanation and qualification, and can interpret why examples are used."",""subskills"":[""argument gist"",""detail"",""speaker attitude"",""implication"",""cause-effect""],""tts_notes"":""Single voice, radio-feature style, slightly varied emphasis on contrastive phrases."",""distractors"":{""To recommend travelling by car"":""The example is critical, not supportive."",""To criticise customers for shopping too often"":""The tone is analytical rather than moralising."",""To explain why low-value items should not be sold online"":""The value of the item is illustrative, not a policy proposal.""},""original_id"":""L_B2_01_Q2""},""explanation"":""This example demonstrates that in-person returns are not automatically more sustainable."",""correctValue"":""To show a case where the green argument weakens"",""correct_index"":0}",,,2026-04-15 21:47:39.473+00
976a9589-6246-43c8-8582-ed1fad9c14e7,reading,mcq,C2,0.5,Which interpretation best fits the writer's wider view of design?,"In discussions of digital services, 'friction' is often treated as a flaw to be eliminated. The ideal user journey, we are told, is one in which intention flows effortlessly into action. Yet this language assumes that every hesitation is waste. In practice, some forms of friction do not obstruct judgement; they create the brief pause in which judgement becomes possible. A confirmation screen before deleting years of photographs, a cooling-off period before a major purchase, or a requirement to revisit the implications of sharing personal data can all be irritating in the narrow sense that they slow us down. But the inconvenience is not always incidental to the value; it may be part of it.

The difficulty is that beneficial friction cannot simply be maximised. Delay piled upon delay soon ceases to protect reflection and starts to punish ordinary use. Nor is all reflection equally distributed: what feels like a welcome safeguard to one user may feel like a bureaucratic maze to another. The design problem, then, is not whether systems should be smooth or resistant. It is how to distinguish between friction that guards against costly impulsiveness and friction that merely advertises institutional distrust. The distinction is morally and politically relevant because designers rarely decide only how quickly a task can be done. They also, more quietly, shape the terms on which people are treated as careful, careless, trusted or suspect.","{""options"":[""Design choices express values about users, not just efficiency targets"",""Design should avoid all political questions"",""Ethical design means making every process slower"",""The best systems leave all risk entirely to the user""],""metadata"":{""rationale"":""The learner handles dense abstract prose, unpacks layered reasoning, and identifies both the claim and its limits with precision."",""subskills"":[""synthesis"",""fine-grained inference"",""conceptual precision"",""argument evaluation"",""counter-position recognition""],""distractors"":{""Design should avoid all political questions"":""The passage says the issue is morally and politically relevant."",""Ethical design means making every process slower"":""The writer rejects maximising friction."",""The best systems leave all risk entirely to the user"":""The passage supports thoughtful safeguards, not abandonment.""},""original_id"":""R_C2_01_Q5""},""explanation"":""The writer ends by arguing that design shapes how people are treated and classified, which is a value-laden process."",""correctValue"":""Design choices express values about users, not just efficiency targets"",""correct_index"":0}",,,2026-04-15 21:47:39.098479+00
a1523327-1d5e-4cbc-a62e-d3865ec5e543,reading,mcq,A2,0.5,Who must come with an adult?,"Community Park Clean-up Day
Meet at the east gate at 9.30 on Sunday. We will give everyone gloves and rubbish bags. Please wear old clothes and comfortable shoes. Children under 12 must come with an adult. At 11.30, volunteers can join a free picnic near the lake. If it rains heavily, check the council website after 8.00 that morning for updates.","{""options"":[""Children under 12"",""All volunteers"",""People wearing old clothes"",""Anyone joining the picnic""],""metadata"":{""rationale"":""The learner understands short connected texts about familiar routines and can extract straightforward practical details."",""subskills"":[""gist"",""specific detail"",""practical information"",""simple purpose""],""distractors"":{""All volunteers"":""A learner may ignore the age condition and generalise."",""Anyone joining the picnic"":""The picnic is optional, but there is no adult requirement there."",""People wearing old clothes"":""This combines two separate parts of the text.""},""original_id"":""R_A2_01_Q3""},""explanation"":""The age condition is stated directly in the notice."",""correctValue"":""Children under 12"",""correct_index"":0}",,,2026-04-15 21:47:38.796221+00
a65c60fa-81bc-42ec-9f4c-30ab732b81d6,writing,open_ended,A1,0.5,Write 40 to 60 words. Keep your message simple and clear.,"{""scenario"":""Write a short message to a friend. Tell them where you are going this weekend, who you are going with, and one thing you want to do there."",""purpose"":""informal personal message"",""audience"":""friend"",""register"":""informal""}","{""purpose"":""informal personal message"",""audience"":""friend"",""metadata"":{""rationale"":""The learner writes very simple connected messages about familiar personal topics."",""subskills"":[""basic message writing"",""simple sentence control"",""personal information"",""task completion""],""original_id"":""W_A1_01"",""scoring_notes"":{""points_total"":25,""mapping_notes"":""Use rubric scores and task fulfilment to decide whether the learner is securely at A1 or ready for A2."",""points_by_skill"":{""Writing"":25}}},""register"":""informal"",""scenario"":""Write a short message to a friend. Tell them where you are going this weekend, who you are going with, and one thing you want to do there.""}",,,2026-04-15 21:47:39.707308+00
a6e7f21c-f82b-4065-b9fb-2a06c9941d8c,reading,short_answer,B1,0.5,During which two-hour period is the engineer expected?,"Hi Sam,
Just a quick note about tomorrow. The engineer will come between 8 and 10 to check the boiler, so please do not leave the flat before then. I have put the spare key in the blue mug above the fridge in case you need to pop downstairs. Also, a parcel for me may arrive in the afternoon. If it does, could you leave it with Mrs Patel in flat 3B? I will be back around 6, unless the train is delayed again.
Thanks,
Nadia","{""options"":[],""metadata"":{""rationale"":""The learner follows connected everyday prose, identifies main points, and tracks practical consequences in familiar settings."",""subskills"":[""gist"",""sequence"",""detail"",""writer intention""],""distractors"":{""common_error"":""Learners may answer 'in the afternoon' because that phrase belongs to the parcel, not the engineer.""},""original_id"":""R_B1_01_Q4""},""explanation"":""The email states the engineer will come between 8 and 10."",""correctValue"":""between 8 and 10"",""correct_index"":-1}",,,2026-04-15 21:47:38.959013+00
a7472a5f-75a2-4a70-a79e-03a1678937c8,listening,mcq,A2,0.5,What can the man do during the first two weeks?,"Woman: Hello, City Sports Centre.
Man: Hi. I'm calling about the evening badminton classes.
Woman: Yes, we have them on Mondays and Wednesdays. Beginners start at six and the mixed-level group starts at seven fifteen.
Man: Right. I'm probably a beginner. Do I need to bring my own racket?
Woman: No, you can borrow one for the first two weeks. After that, most people bring their own.
Man: Great. And how much is it?
Woman: It's eight pounds per class, or twenty-eight pounds for four classes in one month.
Man: Thanks. I'll come on Wednesday.
Woman: Fine. Please arrive ten minutes before the class starts.","{""options"":[""Borrow a racket"",""Join for free"",""Attend any class without booking"",""Bring a friend for no charge""],""metadata"":{""rationale"":""The learner follows short everyday conversations and extracts key practical information with clear support."",""subskills"":[""practical detail"",""purpose"",""simple inference"",""familiar transactional language""],""tts_notes"":""Two distinct British voices, moderate pace, slight pause between turns."",""distractors"":{""Join for free"":""Free trial periods are common and may tempt guessing."",""Bring a friend for no charge"":""This sounds plausible but is not mentioned."",""Attend any class without booking"":""Nothing in the dialogue says this.""},""original_id"":""L_A2_01_Q3""},""explanation"":""The woman says he can borrow a racket for the first two weeks."",""correctValue"":""Borrow a racket"",""correct_index"":0}",,,2026-04-15 21:47:39.337225+00
